Year,Street,Cross Reference,AADT,Total Coll,Prop Damage Coll,Total Injury Coll,Major Injury Coll,Minor Injury Coll,Fatal Coll,# of Injuries,# of Fatalities,Collision Rate,Prop Damage Rate,Injury Coll Rate,Minor Inj Rate,Major Inj Rate,Fatal Coll Rate,HSIP Safety Index
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST 89TH AVENUE, ANCHORAGE",2300,1,1,0,0,0,0,0,0,1.19,1.19,0,0,0,0,0.48
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST BENSON BOULEVARD, ANCHORAGE",34400,13,10,3,0,3,0,5,0,1.04,0.8,0.24,0.24,0,0,0.62
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",49100,26,16,10,0,10,0,17,0,1.46,0.9,0.56,0.56,0,0,0.8
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST FIREWEED LANE, ANCHORAGE",15900,16,7,9,1,8,0,15,0,2.74,1.2,1.54,1.37,0.17,0,1.24
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST INTERNATIONAL AIRPORT ROAD, ANCHORAGE",40500,23,14,9,0,9,0,11,0,1.54,0.94,0.6,0.6,0,0,0.83
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",31500,25,13,12,1,11,0,14,0,2.18,1.13,1.05,0.96,0.09,0,1.28
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST POTTER DRIVE, ANCHORAGE (SOUTH SIDE)",13900,10,6,4,1,3,0,7,0,1.97,1.18,0.79,0.59,0.2,0,1.46
2008,"ARCTIC BOULEVARD, ANCHORAGE","WEST TUDOR ROAD, ANCHORAGE",44900,24,20,4,0,4,0,4,0,1.46,1.22,0.24,0.24,0,0,0.79
2008,"ARLENE STREET, ANCHORAGE","RASPBERRY ROAD, ANCHORAGE",13200,2,1,1,0,1,0,1,0,0.42,0.21,0.21,0.21,0,0,0.3
2008,"ARLENE STREET, ANCHORAGE","WEST 88TH AVENUE, ANCHORAGE",11200,3,3,0,0,0,0,0,0,0.73,0.73,0,0,0,0,0.55
2008,"ARLENE STREET, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",27700,9,8,1,1,0,0,2,0,0.88,0.78,0.1,0,0.1,0,0.45
2008,"B STREET, ANCHORAGE","WEST 5TH AVENUE, ANCHORAGE",23100,7,5,2,0,2,0,3,0,0.83,0.59,0.24,0.24,0,0,0.46
2008,"B STREET, ANCHORAGE","WEST 6TH AVENUE, ANCHORAGE",12400,6,5,1,0,1,0,2,0,1.32,1.1,0.22,0.22,0,0,1.08
2008,"BARBARA DRIVE, ANCHORAGE","SPENARD ROAD, ANCHORAGE",19800,2,2,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0.26
2008,"BARROW STREET, ANCHORAGE","EAST 36TH AVENUE, ANCHORAGE",21100,8,3,5,1,4,0,8,0,1.04,0.39,0.65,0.52,0.13,0,1
2008,"BARROW STREET, ANCHORAGE","EAST 3RD AVENUE, ANCHORAGE",7000,5,3,2,0,2,0,2,0,1.95,1.17,0.78,0.78,0,0,1.31
2008,"BARROW STREET, ANCHORAGE","EAST 4TH AVENUE, ANCHORAGE",7900,4,2,2,1,1,0,2,0,1.39,0.69,0.7,0.35,0.35,0,0.98
2008,"BAXTER ROAD, ANCHORAGE","EAST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",24800,12,8,4,1,3,0,6,0,1.32,0.88,0.44,0.33,0.11,0,0.65
2008,"BAXTER ROAD, ANCHORAGE","EAST TUDOR ROAD, ANCHORAGE (SOUTH SIDE)",29400,14,8,6,1,5,0,7,0,1.29,0.74,0.55,0.46,0.09,0,0.66
2008,"BEAVER PLACE, ANCHORAGE","DEBARR ROAD, ANCHORAGE",24000,10,8,2,0,2,0,2,0,1.13,0.91,0.22,0.22,0,0,0.64
2008,"BEAVER PLACE, ANCHORAGE","EAST 16TH AVENUE, ANCHORAGE",7100,2,2,0,0,0,0,0,0,0.76,0.76,0,0,0,0,0.5
2008,"BERING STREET, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",21500,3,2,1,0,1,0,1,0,0.38,0.25,0.13,0.13,0,0,0
2008,"BERING STREET, ANCHORAGE","WEST TUDOR ROAD, ANCHORAGE",28700,3,3,0,0,0,0,0,0,0.29,0.29,0,0,0,0,0.26
2008,"BIETINGER DRIVE, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",34900,13,6,7,0,7,0,8,0,1.02,0.47,0.55,0.55,0,0,0.61
2008,"BIRCH STREET, ANCHORAGE","HOLLYWOOD DRIVE, ANCHORAGE",3400,1,1,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0.38
2008,"BIRCHWOOD LOOP (SOUTH) ROAD, CHUGIAK","GLENN ER AT BIRCHWOOD LOOP (SOUTH), CHUGIAK",4900,1,0,1,0,1,0,1,0,0.56,0,0.56,0.56,0,0,0
2008,"BIRCHWOOD LOOP (SOUTH) ROAD, CHUGIAK","HILLCREST DRIVE, EAGLE RIVER (N.W. SIDE)",4500,1,1,0,0,0,0,0,0,0.61,0.61,0,0,0,0,0
2008,"BIRCHWOOD LOOP (SOUTH) ROAD, CHUGIAK","OLD GLENN HIGHWAY, CHUGIAK",4800,2,1,1,0,1,0,1,0,1.14,0.57,0.57,0.57,0,0,0
2008,"BIRCHWOOD STREET, ANCHORAGE","DEBARR ROAD, ANCHORAGE",30300,15,8,7,1,6,0,21,0,1.35,0.72,0.63,0.54,0.09,0,1.22
2008,"BLACKBERRY STREET, ANCHORAGE","WEST 80TH AVENUE, ANCHORAGE",1600,1,1,0,0,0,0,0,0,1.71,1.71,0,0,0,0,0.55
2008,"BLACKBERRY STREET, ANCHORAGE","WEST 88TH AVENUE, ANCHORAGE",7300,3,2,1,0,1,0,1,0,1.12,0.75,0.37,0.37,0,0,0.72
2008,"BLACKBERRY STREET, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",20000,7,4,3,0,3,0,3,0,0.96,0.55,0.41,0.41,0,0,0.78
2008,"BLUEBERRY ROAD, ANCHORAGE","WEST FIREWEED LANE, ANCHORAGE",13900,1,1,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.1
2008,"BONIFACE PARKWAY, ANCHORAGE","CARIBOU AVENUE, ANCHORAGE",23800,18,13,5,0,5,0,8,0,2.06,1.49,0.57,0.57,0,0,1.76
2008,"BONIFACE PARKWAY, ANCHORAGE","DEBARR ROAD, ANCHORAGE",45500,82,62,20,3,17,0,36,0,4.92,3.72,1.2,1.02,0.18,0,2.68
2008,"BONIFACE PARKWAY, ANCHORAGE","EAST 24TH AVENUE, ANCHORAGE",25700,5,4,1,1,0,0,2,0,0.54,0.43,0.11,0,0.11,0,0.26
2008,"BONIFACE PARKWAY, ANCHORAGE","EAST 34TH AVENUE, ANCHORAGE",19000,3,0,3,1,2,0,4,0,0.43,0,0.43,0.29,0.14,0,0.2
2008,"BONIFACE PARKWAY, ANCHORAGE","EAST 4TH AVENUE, ANCHORAGE",22400,7,4,3,0,3,0,5,0,0.85,0.49,0.36,0.36,0,0,0.42
2008,"BONIFACE PARKWAY, ANCHORAGE","EAST 6TH AVENUE, ANCHORAGE",22400,8,7,1,0,1,0,2,0,0.97,0.85,0.12,0.12,0,0,0.82
2008,"BONIFACE PARKWAY, ANCHORAGE","EAST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",41700,45,23,22,1,21,0,32,0,2.94,1.5,1.44,1.37,0.07,0,1.58
2008,"BONIFACE PARKWAY, ANCHORAGE","EAST TUDOR ROAD, ANCHORAGE",43600,15,10,5,0,5,0,10,0,0.94,0.63,0.31,0.31,0,0,0.51
2008,"BONIFACE PARKWAY, ANCHORAGE","GLENN SR AT BONIFACE, ANCHORAGE",21200,18,14,4,0,4,0,5,0,2.32,1.8,0.52,0.52,0,0,1.26
2008,"BOUNDARY AVENUE, ANCHORAGE","MULDOON ROAD, ANCHORAGE",32900,21,13,8,1,7,0,16,0,1.74,1.08,0.66,0.58,0.08,0,0.91
2008,"BOUNDARY AVENUE, ANCHORAGE","TURPIN STREET, ANCHORAGE",7500,10,9,1,0,1,0,1,0,3.63,3.27,0.36,0.36,0,0,2.21
2008,"BRAGAW STREET, ANCHORAGE","DEBARR ROAD, ANCHORAGE",40900,38,26,12,0,12,0,22,0,2.53,1.73,0.8,0.8,0,0,1.36
2008,"BRAGAW STREET, ANCHORAGE","EAST 16TH AVENUE, ANCHORAGE",17500,22,17,5,1,4,0,5,0,3.44,2.65,0.79,0.63,0.16,0,0
2008,"BRAGAW STREET, ANCHORAGE","EAST 20TH AVENUE, ANCHORAGE",23000,10,7,3,0,3,0,4,0,1.19,0.83,0.36,0.36,0,0,0.58
2008,"BRAGAW STREET, ANCHORAGE","EAST 4TH AVENUE, ANCHORAGE",17500,4,3,1,0,1,0,1,0,0.63,0.47,0.16,0.16,0,0,0
2008,"BRAGAW STREET, ANCHORAGE","EAST 6TH AVENUE, ANCHORAGE",18800,5,3,2,0,2,0,4,0,0.74,0.44,0.3,0.3,0,0,0
2008,"BRAGAW STREET, ANCHORAGE","EAST 8TH AVENUE, ANCHORAGE",17100,5,3,2,0,2,0,2,0,0.8,0.48,0.32,0.32,0,0,0
2008,"BRAGAW STREET, ANCHORAGE","EAST 9TH AVENUE, ANCHORAGE",15100,1,0,1,0,1,0,1,0,0.18,0,0.18,0.18,0,0,0
2008,"BRAGAW STREET, ANCHORAGE","EAST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",42900,33,21,11,1,10,1,13,1,2.1,1.34,0.7,0.64,0.06,0.06,1.3
2008,"BRAGAW STREET, ANCHORAGE","GLENN HIGHWAY, ANCHORAGE",14400,33,21,11,0,11,1,14,2,6.27,3.99,2.09,2.09,0,0.19,4.68
2008,"BRAGAW STREET, ANCHORAGE","GLENN SR AT BRAGAW, ANCHORAGE",49200,16,13,3,0,3,0,3,0,0.89,0.72,0.17,0.17,0,0,0.56
2008,"BRAGAW STREET, ANCHORAGE","MOUNTAIN VIEW DRIVE, ANCHORAGE",21100,14,9,5,0,5,0,6,0,1.82,1.17,0.65,0.65,0,0,0.87
2008,"BRAGAW STREET, ANCHORAGE","PENLAND PARKWAY, ANCHORAGE",28100,17,11,6,1,5,0,9,0,1.66,1.07,0.59,0.49,0.1,0,0.83
2008,"BRAGAW STREET, ANCHORAGE","REKA DRIVE, ANCHORAGE",25000,5,2,3,0,3,0,3,0,0.55,0.22,0.33,0.33,0,0,0.27
2008,"BRAGAW STREET, ANCHORAGE","SAN JERONIMO DRIVE, ANCHORAGE",14600,4,2,2,0,2,0,3,0,0.75,0.38,0.37,0.37,0,0,0
2008,"BRAYTON DRIVE, ANCHORAGE","ABBOTT ROAD, ANCHORAGE",12000,21,13,8,0,8,0,10,0,4.78,2.96,1.82,1.82,0,0,3.66
2008,"BRAYTON DRIVE, ANCHORAGE","EAST 68TH AVENUE, ANCHORAGE",5400,5,4,1,0,1,0,2,0,2.53,2.02,0.51,0.51,0,0,1.53
2008,"BRAYTON DRIVE, ANCHORAGE","LORE ROAD, ANCHORAGE",12300,6,2,4,0,4,0,4,0,1.33,0.44,0.89,0.89,0,0,0
2008,"C STREET, ANCHORAGE","O'MALLEY EB (WEST SIDE), ANCHORAGE",14700,6,4,2,0,2,0,3,0,1.12,0.74,0.38,0.38,0,0,0
2008,"C STREET, ANCHORAGE","O'MALLEY WB (EAST SIDE), ANCHORAGE",14100,3,1,1,0,1,1,3,1,0.57,0.19,0.19,0.19,0,0.19,0
2008,"C STREET, ANCHORAGE","PENINSULA CIRCLE, ANCHORAGE",11700,1,1,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0.16
2008,"C STREET, ANCHORAGE","RASPBERRY ROAD, ANCHORAGE",10400,14,10,4,1,3,0,5,0,3.67,2.62,1.05,0.79,0.26,0,1.5
2008,"C STREET, ANCHORAGE","WEST 10TH AVENUE, ANCHORAGE",17400,3,2,1,0,1,0,2,0,0.48,0.32,0.16,0.16,0,0,0.43
2008,"C STREET, ANCHORAGE","WEST 15TH AVENUE, ANCHORAGE",31100,21,17,4,0,4,0,7,0,1.84,1.49,0.35,0.35,0,0,0.95
2008,"C STREET, ANCHORAGE","WEST 16TH AVENUE, ANCHORAGE",21400,7,4,3,1,2,0,4,0,0.9,0.51,0.39,0.26,0.13,0,0
2008,"C STREET, ANCHORAGE","WEST 31ST AVENUE, ANCHORAGE",19800,1,1,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0
2008,"C STREET, ANCHORAGE","WEST 32ND AVENUE, ANCHORAGE",21200,5,4,1,0,1,0,1,0,0.65,0.52,0.13,0.13,0,0,0.31
2008,"C STREET, ANCHORAGE","WEST 34TH AVENUE, ANCHORAGE",20600,6,5,1,0,1,0,1,0,0.79,0.66,0.13,0.13,0,0,0
2008,"C STREET, ANCHORAGE","WEST 36TH AVENUE, ANCHORAGE",34800,10,7,3,0,3,0,6,0,0.79,0.55,0.24,0.24,0,0,0.41
2008,"C STREET, ANCHORAGE","WEST 3RD AVENUE, ANCHORAGE",17700,10,10,0,0,0,0,0,0,1.54,1.54,0,0,0,0,0.8
2008,"C STREET, ANCHORAGE","WEST 40TH AVENUE, ANCHORAGE (WEST SIDE)",39300,9,6,2,1,1,1,3,1,0.63,0.42,0.14,0.07,0.07,0.07,0.33
2008,"C STREET, ANCHORAGE","WEST 4TH AVENUE, ANCHORAGE",18500,6,5,1,0,1,0,1,0,0.89,0.74,0.15,0.15,0,0,0.46
2008,"C STREET, ANCHORAGE","WEST 5TH AVENUE, ANCHORAGE",31000,13,11,2,1,1,0,2,0,1.15,0.97,0.18,0.09,0.09,0,0.64
2008,"C STREET, ANCHORAGE","WEST 64TH AVENUE, ANCHORAGE",20200,4,3,1,0,1,0,1,0,0.55,0.41,0.14,0.14,0,0,0.26
2008,"C STREET, ANCHORAGE","WEST 6TH AVENUE, ANCHORAGE",29300,26,15,11,0,11,0,15,0,2.42,1.4,1.02,1.02,0,0,1.34
2008,"C STREET, ANCHORAGE","WEST 76TH AVENUE, ANCHORAGE",11600,1,0,1,0,1,0,1,0,0.24,0,0.24,0.24,0,0,0.1
2008,"C STREET, ANCHORAGE","WEST 7TH AVENUE, ANCHORAGE",16200,3,2,1,0,1,0,1,0,0.51,0.34,0.17,0.17,0,0,0.26
2008,"C STREET, ANCHORAGE","WEST 8TH AVENUE, ANCHORAGE",14900,2,2,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0.32
2008,"C STREET, ANCHORAGE","WEST 92ND AVENUE, ANCHORAGE",9700,1,0,1,0,1,0,2,0,0.28,0,0.28,0.28,0,0,0.19
2008,"C STREET, ANCHORAGE","WEST 9TH AVENUE, ANCHORAGE",25100,7,4,3,0,3,0,5,0,0.77,0.44,0.33,0.33,0,0,0.43
2008,"C STREET, ANCHORAGE","WEST BENSON BOULEVARD, ANCHORAGE",43600,27,20,7,0,7,0,10,0,1.69,1.25,0.44,0.44,0,0,0.99
2008,"C STREET, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",40400,34,20,14,1,13,0,22,0,2.3,1.35,0.95,0.88,0.07,0,1.23
2008,"C STREET, ANCHORAGE","WEST FIREWEED LANE, ANCHORAGE",30000,19,12,7,0,7,0,11,0,1.72,1.09,0.63,0.63,0,0,1.01
2008,"C STREET, ANCHORAGE","WEST INTERNATIONAL AIRPORT ROAD, ANCHORAGE",51400,33,21,12,0,12,0,19,0,1.76,1.12,0.64,0.64,0,0,0.97
2008,"C STREET, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",42400,35,26,9,0,9,0,10,0,2.26,1.68,0.58,0.58,0,0,1.33
2008,"C STREET, ANCHORAGE","WEST POTTER DRIVE, ANCHORAGE",23400,20,15,5,1,4,0,8,0,2.34,1.75,0.59,0.47,0.12,0,1.14
2008,"C STREET, ANCHORAGE","WEST TUDOR ROAD, ANCHORAGE",57000,36,28,8,1,7,0,9,0,1.73,1.34,0.39,0.34,0.05,0,0.97
2008,"CAMBRIDGE WAY, ANCHORAGE","WEST 46TH AVENUE, ANCHORAGE",2800,1,0,1,0,1,0,1,0,0.98,0,0.98,0.98,0,0,0.42
2008,"CAMBRIDGE WAY, ANCHORAGE","WEST TUDOR ROAD, ANCHORAGE",26600,5,4,1,0,1,0,1,0,0.51,0.41,0.1,0.1,0,0,0.45
2008,"CARRS MULDOON ACCESS ROAD, ANCHORAGE","MULDOON ROAD, ANCHORAGE",35500,1,0,1,0,1,0,1,0,0.08,0,0.08,0.08,0,0,0.04
2008,"CARTER CIRCLE, ANCHORAGE","ROSALIND LOOP, ANCHORAGE",400,1,1,0,0,0,0,0,0,6.83,6.83,0,0,0,0,0.9
2008,"CENTERPOINT DRIVE, ANCHORAGE","WEST 36TH AVENUE, ANCHORAGE",17900,4,3,1,0,1,0,2,0,0.61,0.46,0.15,0.15,0,0,0.49
2008,"CHANDALAR DRIVE, ANCHORAGE","PAXSON DRIVE, ANCHORAGE",1300,1,1,0,0,0,0,0,0,2.1,2.1,0,0,0,0,0.61
2008,"CHECKMATE DRIVE, ANCHORAGE","EAST 43RD AVENUE, ANCHORAGE",2700,1,1,0,0,0,0,0,0,1.01,1.01,0,0,0,0,0.45
2008,"CHECKMATE DRIVE, ANCHORAGE","EAST TUDOR ROAD, ANCHORAGE",46800,6,4,2,0,2,0,2,0,0.36,0.24,0.12,0.12,0,0,0.4
2008,"CHERRY STREET, ANCHORAGE","EAST 6TH AVENUE, ANCHORAGE",2900,1,1,0,0,0,0,0,0,0.94,0.94,0,0,0,0,0.41
2008,"CHUGACH WAY, ANCHORAGE","SPENARD ROAD, ANCHORAGE",16200,3,1,2,0,2,0,2,0,0.51,0.17,0.34,0.34,0,0,0.45
2008,"COLLIE HILL WAY, ANCHORAGE","EAST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",20400,1,1,0,0,0,0,0,0,0.13,0.13,0,0,0,0,0.13
2008,"COLLINS WAY, ANCHORAGE","JEWEL LAKE ROAD, ANCHORAGE",15100,5,4,1,0,1,0,1,0,0.9,0.72,0.18,0.18,0,0,0.79
2008,"COLUMBINE STREET, ANCHORAGE","DEBARR ROAD, ANCHORAGE",26800,4,4,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.36
2008,"COMMERCIAL DRIVE, ANCHORAGE","MOUNTAIN VIEW DRIVE, ANCHORAGE",19000,14,4,10,1,9,0,14,0,2,0.57,1.43,1.29,0.14,0,0.95
2008,"COMMODORE DRIVE, ANCHORAGE","O'MALLEY ROAD, ANCHORAGE",20100,9,6,3,1,2,0,3,0,1.24,0.82,0.42,0.28,0.14,0,0
2008,"CONCRETE STREET, ANCHORAGE","EAST 3RD AVENUE, ANCHORAGE",13400,3,3,0,0,0,0,0,0,0.61,0.61,0,0,0,0,0.51
2008,"CONCRETE STREET, ANCHORAGE","EAST 5TH AVENUE, ANCHORAGE",45100,16,11,5,0,5,0,11,0,0.97,0.67,0.3,0.3,0,0,0.52
2008,"COPE STREET, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",21100,3,3,0,0,0,0,0,0,0.39,0.39,0,0,0,0,0
2008,"CORDOVA STREET, ANCHORAGE","EAST 10TH AVENUE, ANCHORAGE",3900,1,1,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0.33
2008,"CORDOVA STREET, ANCHORAGE","EAST 13TH AVENUE, ANCHORAGE",6600,3,3,0,0,0,0,0,0,1.24,1.24,0,0,0,0,0.72
2008,"CORDOVA STREET, ANCHORAGE","EAST 15TH AVENUE, ANCHORAGE",15900,4,2,2,0,2,0,3,0,0.68,0.34,0.34,0.34,0,0,0.32
2008,"CORDOVA STREET, ANCHORAGE","EAST 3RD AVENUE, ANCHORAGE",7300,3,3,0,0,0,0,0,0,1.12,1.12,0,0,0,0,0.77
2008,"CORDOVA STREET, ANCHORAGE","EAST 48TH AVENUE, ANCHORAGE",2700,1,0,1,0,1,0,2,0,1.01,0,1.01,1.01,0,0,0.43
2008,"CORDOVA STREET, ANCHORAGE","EAST 5TH AVENUE, ANCHORAGE",23500,11,7,4,1,3,0,7,0,1.29,0.82,0.47,0.35,0.12,0,0.71
2008,"CORDOVA STREET, ANCHORAGE","EAST 6TH AVENUE, ANCHORAGE",18800,5,3,2,0,2,0,5,0,0.73,0.44,0.29,0.29,0,0,0.39
2008,"CORDOVA STREET, ANCHORAGE","EAST 9TH AVENUE, ANCHORAGE",10600,7,3,4,0,4,0,5,0,1.8,0.77,1.03,1.03,0,0,0.74
2008,"CORDOVA STREET, ANCHORAGE","EAST INTERNATIONAL AIRPORT ROAD, ANCHORAGE",16100,3,1,2,0,2,0,3,0,0.51,0.17,0.34,0.34,0,0,0
2008,"CORDOVA STREET, ANCHORAGE","EAST TUDOR ROAD, ANCHORAGE",40200,5,3,2,1,1,0,2,0,0.35,0.21,0.14,0.07,0.07,0,0.38
2008,"CORONADO ROAD, EAGLE RIVER","OLD GLENN HIGHWAY, EAGLE RIVER",16400,4,1,3,1,2,0,6,0,0.67,0.17,0.5,0.33,0.17,0,0
2008,"COTTONWOOD STREET, ANCHORAGE","EAST 36TH AVENUE, ANCHORAGE",18000,5,2,3,0,3,0,3,0,0.75,0.3,0.45,0.45,0,0,0.6
2008,"CRANBERRY STREET, ANCHORAGE","RASPBERRY ROAD, ANCHORAGE",16500,8,6,2,0,2,0,2,0,1.32,0.99,0.33,0.33,0,0,0.6
2008,"CREEKSIDE CENTER DRIVE, ANCHORAGE","DEBARR ROAD, ANCHORAGE",16500,6,4,2,1,1,0,3,0,1.01,0.67,0.34,0.17,0.17,0,0.46
2008,"CREEKSIDE CENTER DRIVE, ANCHORAGE","MULDOON ROAD, ANCHORAGE (SOUTH SIDE)",33200,8,5,3,1,2,0,6,0,0.65,0.41,0.24,0.16,0.08,0,0.34
2008,"CROSS DRIVE, EAGLE RIVER","ARTILLERY ROAD, EAGLE RIVER",17600,1,0,1,0,1,0,2,0,0.16,0,0.16,0.16,0,0,0
2008,"CROSS DRIVE, EAGLE RIVER","BROOKS LOOP, EAGLE RIVER (SOUTH SIDE)",17800,4,3,1,0,1,0,1,0,0.61,0.46,0.15,0.15,0,0,0.56
2008,"CROSS ROAD, ANCHORAGE","OCEANVIEW DRIVE, ANCHORAGE",3200,1,1,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0.39
2008,"D STREET, ANCHORAGE","WEST 5TH AVENUE, ANCHORAGE",15700,5,4,1,0,1,0,1,0,0.87,0.7,0.17,0.17,0,0,0
2008,"D STREET, ANCHORAGE","WEST 6TH AVENUE, ANCHORAGE",14200,5,4,1,0,1,0,1,0,0.95,0.76,0.19,0.19,0,0,0.45
2008,"D STREET, ANCHORAGE","WEST 8TH AVENUE, ANCHORAGE",2800,1,1,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0.42
2008,"D STREET, ANCHORAGE","WEST 9TH AVENUE, ANCHORAGE",11800,1,1,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0.19
2008,"DALE STREET, ANCHORAGE","EAST 42ND AVENUE, ANCHORAGE",4500,3,2,1,0,1,0,1,0,1.83,1.22,0.61,0.61,0,0,0.97
2008,"DAWSON STREET, ANCHORAGE","WEST BENSON BOULEVARD, ANCHORAGE",25300,6,4,2,0,2,0,2,0,0.66,0.44,0.22,0.22,0,0,0
2008,"DAWSON STREET, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",29400,2,2,0,0,0,0,0,0,0.18,0.18,0,0,0,0,0
2008,"DE ARMOUN ROAD, ANCHORAGE","OLD SEWARD HIGHWAY, ANCHORAGE",8400,1,0,1,0,1,0,3,0,0.33,0,0.33,0.33,0,0,0.23
2008,"DE ARMOUN ROAD, ANCHORAGE","SEWARD E. ON RAMP AT DE ARMOUN, ANCHORAGE",9300,2,1,1,0,1,0,2,0,0.58,0.29,0.29,0.29,0,0,0.42
2008,"DE ARMOUN ROAD, ANCHORAGE","SEWARD W. OFF RAMP AT DE ARMOUN, ANCHORAGE",6700,5,4,1,0,1,0,1,0,2.04,1.63,0.41,0.41,0,0,0.83
2008,"DEBARR CIRCLE, ANCHORAGE","DEBARR ROAD, ANCHORAGE",43200,6,5,1,0,1,0,1,0,0.38,0.32,0.06,0.06,0,0,0.2
2008,"DEBARR ROAD, ANCHORAGE","EDWARD STREET, ANCHORAGE",23900,9,4,5,0,5,0,9,0,1.02,0.45,0.57,0.57,0,0,0
2008,"DEBARR ROAD, ANCHORAGE","HOYT STREET, ANCHORAGE",27700,11,7,4,0,4,0,5,0,1.09,0.69,0.4,0.4,0,0,0.55
2008,"DEBARR ROAD, ANCHORAGE","MULDOON ROAD, ANCHORAGE",44300,41,30,11,1,10,0,16,0,2.52,1.85,0.67,0.61,0.06,0,1.57
2008,"DEBARR ROAD, ANCHORAGE","NICHOLS STREET, ANCHORAGE",24000,3,2,1,0,1,0,1,0,0.34,0.23,0.11,0.11,0,0,0.29
2008,"DEBARR ROAD, ANCHORAGE","PATTERSON STREET, ANCHORAGE",17200,8,6,2,0,2,0,2,0,1.27,0.95,0.32,0.32,0,0,0.99
2008,"DEBARR ROAD, ANCHORAGE","PINE STREET, ANCHORAGE",26000,25,17,8,1,7,0,14,0,2.64,1.79,0.85,0.74,0.11,0,1.31
2008,"DEBARR ROAD, ANCHORAGE","RUDAKOF CIRCLE, ANCHORAGE",22700,2,1,1,0,1,0,1,0,0.24,0.12,0.12,0.12,0,0,0.24
2008,"DEBARR ROAD, ANCHORAGE","TURPIN STREET, ANCHORAGE",24400,10,6,4,1,3,0,6,0,1.11,0.67,0.44,0.33,0.11,0,0.56
2008,"DENALI STREET, ANCHORAGE","EAST 33RD AVENUE, ANCHORAGE",18100,7,5,2,0,2,0,2,0,1.05,0.75,0.3,0.3,0,0,0.49
2008,"DENALI STREET, ANCHORAGE","EAST 34TH AVENUE, ANCHORAGE",13700,7,6,1,0,1,0,1,0,1.4,1.2,0.2,0.2,0,0,1.18
2008,"DENALI STREET, ANCHORAGE","EAST 36TH AVENUE, ANCHORAGE",33700,22,17,5,0,5,0,7,0,1.78,1.38,0.4,0.4,0,0,0.93
2008,"DENALI STREET, ANCHORAGE","EAST 40TH AVENUE, ANCHORAGE",9400,4,3,1,0,1,0,2,0,1.16,0.87,0.29,0.29,0,0,0.76
2008,"DENALI STREET, ANCHORAGE","EAST 5TH AVENUE, ANCHORAGE",16100,4,4,0,0,0,0,0,0,0.68,0.68,0,0,0,0,0.6
2008,"DENALI STREET, ANCHORAGE","EAST BENSON BOULEVARD, ANCHORAGE",37800,21,13,8,1,7,0,13,0,1.52,0.94,0.58,0.51,0.07,0,0
2008,"DENALI STREET, ANCHORAGE","EAST FIREWEED LANE, ANCHORAGE",14400,3,3,0,0,0,0,0,0,0.57,0.57,0,0,0,0,0.28
2008,"DENALI STREET, ANCHORAGE","EAST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",31500,21,15,6,0,6,0,6,0,1.82,1.3,0.52,0.52,0,0,0
2008,"DENALI STREET, ANCHORAGE","EAST TUDOR ROAD, ANCHORAGE (WEST SIDE)",42100,1,1,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0.07
2008,"DENALI STREET, ANCHORAGE","TELEPHONE AVENUE, ANCHORAGE",10200,7,6,1,0,1,0,1,0,1.88,1.61,0.27,0.27,0,0,1.45
2008,"DIMOND CENTER DRIVE, ANCHORAGE","EAST DIMOND BOULEVARD, ANCHORAGE",44800,21,16,5,0,5,0,9,0,1.27,0.97,0.3,0.3,0,0,0.69
